,bigram,freq
50996,"('sudden_ADJ', 'fanfare_NOUN')",1
50966,"('traditional_ADJ', 'march_NOUN')",1
50878,"('downstair_NOUN', 'Pachelbel_NOUN')",1
50877,"('piano_NOUN', 'downstair_NOUN')",1
50796,"('white_ADJ', 'garter_NOUN')",1
50809,"('little_ADJ', 'color_NOUN')",1
50815,"('self_ADJ', 'congratulatory_ADJ')",1
50754,"('Every_ADJ', 'time_NOUN')",1
50763,"('hysterical_ADJ', 'giggle_NOUN')",1
50764,"('giggle_NOUN', 'burst_NOUN')",1
50766,"('lip_NOUN', 'Alice_NOUN')",1
50775,"('thick_ADJ', 'braid_NOUN')",1
50814,"('little_ADJ', 'self_ADJ')",1
50816,"('congratulatory_ADJ', 'smile_NOUN')",1
50856,"('frothy_ADJ', 'white_NOUN')",1
50857,"('white_NOUN', 'bouquet_NOUN')",1
50867,"('soft_ADJ', 'mist_NOUN')",1
50871,"('best_ADJ', 'musician_NOUN')",1
50873,"('family_NOUN', 'next_ADJ')",1
50174,"('oversized_ADJ', 'bathroom_NOUN')",1
50176,"('long_ADJ', 'counter_NOUN')",1
50182,"('beauty_NOUN', 'salon_NOUN')",1
50185,"('sleepless_ADJ', 'night_NOUN')",1
50136,"('first_ADJ', 'human_ADJ')",1
50150,"('different_ADJ', 'fragrance_NOUN')",1
50155,"('flawless_ADJ', 'Orange_ADJ')",1
50156,"('Orange_ADJ', 'blossom_NOUN')",1
50157,"('blossom_NOUN', 'lilac_ADJ')",1
50194,"('low_ADJ', 'pink_NOUN')",1
50230,"('bathroom_ADJ', 'door_NOUN')",1
50237,"('golden_ADJ', 'hair_NOUN')",1
50240,"('soft_ADJ', 'crown_NOUN')",1
50195,"('pink_NOUN', 'chair_NOUN')",1
50133,"('much_ADJ', 'Alice_NOUN')",1
50043,"('traditional_ADJ', 'way_NOUN')",1
50038,"('music_ADJ', 'start_NOUN')",1
50020,"('short_ADJ', 'hour_NOUN')",1
50027,"('new_ADJ', 'clothe_NOUN')",1
50069,"('graduation_NOUN', 'decoration_NOUN')",1
50103,"('big_ADJ', 'Jeep_NOUN')",1
50099,"('main_ADJ', 'house_NOUN')",1
50093,"('inside_ADJ', 'decoration_NOUN')",1
50097,"('cavernous_ADJ', 'garage_NOUN')",1
50098,"('garage_NOUN', 'north_ADJ')",1
50414,"('heart_NOUN', 'rate_NOUN')",1
50418,"('new_ADJ', 'face_NOUN')",1
50423,"('sarcastic_ADJ', 'expression_NOUN')",1
50403,"('little_ADJ', 'wavelet_NOUN')",1
50396,"('pearl_ADJ', 'button_NOUN')",1
50477,"('silvery_ADJ', 'waterfall_NOUN')",1
50484,"('room_NOUN', 'Har_ADJ')",1
50485,"('Har_ADJ', 'har_NOUN')",1
50474,"('slender_NOUN', 'body_NOUN')",1
50451,"('shiny_ADJ', 'fabric_NOUN')",1
50459,"('wedding_NOUN', 'dress_NOUN')",1
50373,"('door_NOUN', 'opening_NOUN')",1
50289,"('favorite_ADJ', 'person_NOUN')",1
50301,"('impossible_ADJ', 'beauty_NOUN')",1
50304,"('loving_ADJ', 'family_NOUN')",1
50255,"('childish_ADJ', 'fit_NOUN')",1
50346,"('feather_ADJ', 'light_ADJ')",1
50347,"('light_ADJ', 'touch_NOUN')",1
50348,"('touch_NOUN', 'Alice_NOUN')",1
50369,"('hotel_NOUN', 'Downstair_NOUN')",1
55662,"('little_ADJ', 'catch_NOUN')",1
55577,"('impatient_ADJ', 'stomach_NOUN')",1
55590,"('great_ADJ', 'height_NOUN')",1
55596,"('voice_NOUN', 'serious_ADJ')",1
55647,"('frothy_ADJ', 'canopy_NOUN')",1
55652,"('grave_ADJ', 'feature_NOUN')",1
55658,"('physical_ADJ', 'jolt_NOUN')",1
55631,"('glow_ADJ', 'sphere_NOUN')",1
55603,"('blush_ADJ', 'color_NOUN')",1
55620,"('many_ADJ', 'layer_NOUN')",1
55628,"('different_ADJ', 'atmosphere_NOUN')",1
55478,"('live_ADJ', 'wire_NOUN')",1
55435,"('tiniest_ADJ', 'bit_NOUN')",1
55437,"('warm_NOUN', 'touch_NOUN')",1
55444,"('suddenly_ADJ', 'tense_NOUN')",1
55533,"('wintry_ADJ', 'chest_NOUN')",1
55534,"('arm_ADJ', 'wound_NOUN')",1
55487,"('deep_ADJ', 'water_NOUN')",1
55488,"('sun_NOUN', 'hot_ADJ')",1
55491,"('bare_NOUN', 'skin_NOUN')",1
55493,"('morning_NOUN', 'late_ADJ')",1
55494,"('late_ADJ', 'morning_NOUN')",1
55503,"('bright_ADJ', 'room_NOUN')",1
55504,"('big_ADJ', 'white_ADJ')",1
55505,"('bed_NOUN', 'brilliant_ADJ')",1
55506,"('brilliant_ADJ', 'sunlight_NOUN')",1
55661,"('strange_ADJ', 'little_ADJ')",1
55816,"('bright_ADJ', 'memory_NOUN')",1
55827,"('monster_NOUN', 'wounded_NOUN')",1
55785,"('unpleasant_ADJ', 'feeling_NOUN')",1
55786,"('little_ADJ', 'angry_NOUN')",1
55795,"('pessimistic_ADJ', 'assumption_NOUN')",1
55805,"('stop_ADJ', 'acting_NOUN')",1
55882,"('feather_NOUN', 'large_ADJ')",1
55883,"('large_ADJ', 'purplish_NOUN')",1
55884,"('purplish_NOUN', 'bruise_NOUN')",1
55888,"('pale_ADJ', 'skin_NOUN')",1
55895,"('hand_NOUN', 'free_ADJ')",1
55900,"('left_ADJ', 'forearm_NOUN')",1
55848,"('soft_ADJ', 'white_NOUN')",1
55849,"('white_NOUN', 'bit_NOUN')",1
55699,"('way_NOUN', 'fire_NOUN')",1
55721,"('worried_ADJ', 'line_NOUN')",1
55666,"('hard_ADJ', 'cynical_ADJ')",1
55668,"('first_ADJ', 'instinct_NOUN')",1
55693,"('secret_NOUN', 'satisfaction_NOUN')",1
55690,"('corresponding_ADJ', 'piece_NOUN')",1
55752,"('quick_ADJ', 'assessment_NOUN')",1
55750,"('tight_NOUN', 'line_NOUN')",1
55102,"('hot_ADJ', 'water_NOUN')",1
55104,"('reliable_ADJ', 'way_NOUN')",1
55112,"('white_ADJ', 'towel_NOUN')",1
55161,"('French_ADJ', 'lingerie_NOUN')",1
55134,"('calming_NOUN', 'effect_NOUN')",1
55135,"('little_ADJ', 'dizzy_NOUN')",1
55138,"('cool_ADJ', 'tile_NOUN')",1
55139,"('tile_NOUN', 'floor_NOUN')",1
55142,"('big_ADJ', 'towel_NOUN')",1
55057,"('long_ADJ', 'stretch_NOUN')",1
54979,"('something_NOUN', 'familiar_NOUN')",1
54988,"('sheer_NOUN', 'lace_NOUN')",1
54991,"('skimpy_ADJ', 'satin_NOUN')",1
54996,"('lingerie_ADJ', 'ish_ADJ')",1
54997,"('ish_ADJ', 'lingerie_NOUN')",1
54951,"('low_ADJ', 'white_ADJ')",1
54947,"('giant_ADJ', 'suitcase_NOUN')",1
54952,"('white_ADJ', 'dresser_NOUN')",1
54957,"('familiar_ADJ', 'bag_NOUN')",1
55034,"('small_ADJ', 'movement_NOUN')",1
55041,"('palm_ADJ', 'tree_NOUN')",1
55010,"('long_ADJ', 'window_NOUN')",1
55346,"('gentle_ADJ', 'swell_NOUN')",1
55354,"('bath_ADJ', 'water_NOUN')",1
55360,"('invisible_ADJ', 'ocean_NOUN')",1
55361,"('ocean_NOUN', 'floor_NOUN')",1
55334,"('snowy_ADJ', 'sand_NOUN')",1
55309,"('flash_ADJ', 'burn_NOUN')",1
55321,"('shy_ADJ', 'uncertainty_NOUN')",1
55330,"('white_ADJ', 'light_NOUN')",1
55396,"('ice-colored_ADJ', 'face_NOUN')",1
55416,"('word_ADJ', 'beautiful_NOUN')",1
55378,"('cool_ADJ', 'hand_NOUN')",1
55374,"('weightless_NOUN', 'current_ADJ')",1
55375,"('current_ADJ', 'till_NOUN')",1
55388,"('little_ADJ', 'wave_NOUN')",1
55305,"('flawless_ADJ', 'shape_NOUN')",1
55222,"('suitcase_ADJ', 'full_NOUN')",1
55229,"('open_ADJ', 'glass_NOUN')",1
55230,"('glass_NOUN', 'door_NOUN')",1
55233,"('powder_NOUN', 'fine_ADJ')",1
55234,"('fine_ADJ', 'sand_NOUN')",1
55215,"('towel_ADJ', 'tighter_NOUN')",1
55188,"('absolute_ADJ', 'commitment_NOUN')",1
55245,"('warm_NOUN', 'powder_NOUN')",1
55279,"('pallid_NOUN', 'light_NOUN')",1
55283,"('perfect_NOUN', 'white_NOUN')",1
55296,"('low_ADJ', 'wave_NOUN')",1
55299,"('smooth_ADJ', 'line_NOUN')",1
55277,"('oval_ADJ', 'moon_NOUN')",1
55254,"('rough_ADJ', 'bark_NOUN')",1
55273,"('midnight_ADJ', 'water_NOUN')",1
55263,"('low_ADJ', 'ripple_NOUN')",1
55264,"('ripple_NOUN', 'black_NOUN')",1
55271,"('waist_ADJ', 'deep_NOUN')",1
56534,"('naked_ADJ', 'body_NOUN')",1
56536,"('full_ADJ', 'length_NOUN')",1
56537,"('length_NOUN', 'mirror_NOUN')",1
56543,"('faint_ADJ', 'shadow_NOUN')",1
56504,"('high_ADJ', 'bed_NOUN')",1
56512,"('sore_ADJ', 'spot_NOUN')",1
56415,"('eyebrows_NOUN', 'Tm_NOUN')",1
56412,"('frown_ADJ', 'line_NOUN')",1
56386,"('first_ADJ', 'morning_NOUN')",1
56392,"('ballet_NOUN', 'studio_NOUN')",1
56395,"('old_ADJ', 'memory_NOUN')",1
56397,"('close_ADJ', 'call_NOUN')",1
56399,"('hunting_ADJ', 'vampire_NOUN')",1
56408,"('happiest_ADJ', 'memory_NOUN')",1
56497,"('looking_NOUN', 'smile_NOUN')",1
56483,"('anything_NOUN', 'last_ADJ')",1
56474,"('loose_ADJ', 'khaki_NOUN')",1
56475,"('khaki_NOUN', 'pant_NOUN')",1
56494,"('dark_ADJ', 'thought_NOUN')",1
56496,"('authentic_ADJ', 'looking_NOUN')",1
56444,"('serene_ADJ', 'smile_NOUN')",1
56749,"('normal_ADJ', 'self_NOUN')",1
56829,"('little_ADJ', 'peak_NOUN')",1
56838,"('south_ADJ', 'end_NOUN')",1
56843,"('rocky_ADJ', 'western_ADJ')",1
56844,"('western_ADJ', 'cove_NOUN')",1
56828,"('rocky_NOUN', 'little_ADJ')",1
56799,"('firm_ADJ', 'conviction_NOUN')",1
56812,"('isle_ADJ', 'Esme_NOUN')",1
56825,"('small_ADJ', 'jungle_NOUN')",1
56666,"('white_ADJ', 'cotton_NOUN')",1
56658,"('big_ADJ', 'lump_NOUN')",1
56661,"('feather_ADJ', 'free_ADJ')",1
56665,"('unfamiliar_ADJ', 'white_ADJ')",1
56667,"('cotton_NOUN', 'dress_NOUN')",1
56673,"('violet_NOUN', 'blotch_NOUN')",1
56639,"('cool_ADJ', 'waist_NOUN')",1
56647,"('quiet_ADJ', 'voice_NOUN')",1
56719,"('metal_ADJ', 'chair_NOUN')",1
56722,"('hot_ADJ', 'egg_NOUN')",1
56736,"('way_NOUN', 'impressive_ADJ')",1
56691,"('stainless_NOUN', 'steel_NOUN')",1
56697,"('light_ADJ', 'blue_NOUN')",1
56698,"('blue_NOUN', 'plate_NOUN')",1
56707,"('frying_ADJ', 'pan_NOUN')",1
56064,"('sharp_ADJ', 'smack_NOUN')",1
56046,"('mental_ADJ', 'mute_NOUN')",1
56132,"('voice_NOUN', 'soothing_NOUN')",1
56122,"('e_NOUN', 'pound_NOUN')",1
56143,"('lot_ADJ', 'easier_NOUN')",1
56116,"('fitness_NOUN', 'obsession_NOUN')",1
56090,"('think_NOUN', 'anything_NOUN')",1
55952,"('total_ADJ', 'astonishment_NOUN')",1
55920,"('long_ADJ', 'finger_NOUN')",1
55967,"('leave_ADJ', 'nothing_NOUN')",1
56002,"('word_ADJ', 'fine_NOUN')",1
56014,"('Don_ADJ', ""'t_NOUN"")",1
56021,"('gold_NOUN', 'eyes_NOUN')",1
55969,"('absence_NOUN', 'Emptiness_NOUN')",1
56300,"('temperament_NOUN', 'strong_ADJ')",1
56301,"('strong_ADJ', 'emotion_NOUN')",1
56307,"('permanent_NOUN', 'way_NOUN')",1
56323,"('human_ADJ', 'blood_NOUN')",1
56289,"('powerful_ADJ', 'thing_NOUN')",1
56292,"('physical_ADJ', 'love_NOUN')",1
56372,"('sake_NOUN', 'okay_NOUN')",1
56189,"('slow_ADJ', 'precision_NOUN')",1
56151,"('little_ADJ', 'practice_NOUN')",1
56172,"('broken_ADJ', 'bone_NOUN')",1
56239,"('best_ADJ', 'night_NOUN')",1
53617,"('place_NOUN', 'tonight_NOUN')",1
53627,"('dancing_ADJ', 'issue_NOUN')",1
53628,"('issue_NOUN', 'Dancing_NOUN')",1
53642,"('serious_ADJ', 'kind_NOUN')",1
53644,"('kiss_ADJ', 'intense_NOUN')",1
53616,"('right_ADJ', 'place_NOUN')",1
53599,"('jacob-_NOUN', 'drawer_NOUN')",1
53611,"('earlier_ADJ', 'sense_NOUN')",1
53685,"('right_ADJ', 'next_NOUN')",1
53689,"('lovely_ADJ', 'honeymoon_NOUN')",1
53678,"('marble_ADJ', 'neck_NOUN')",1
53655,"('brief_ADJ', 'flicker_NOUN')",1
53659,"('new_ADJ', 'sister_NOUN')",1
53584,"('serious_ADJ', 'atmosphere_NOUN')",1
53501,"('quick_ADJ', 'agreement_NOUN')",1
53512,"('watching_NOUN', 'crow_NOUN')",1
53481,"('else_ADJ', 'tonight_NOUN')",1
53520,"('someth_ADJ', 'low_NOUN')",1
53572,"('little_ADJ', 'sister_NOUN')",1
53574,"('last_ADJ', 'chance_NOUN')",1
53871,"('wounded_ADJ', 'expression_NOUN')",1
53838,"('hairpin_ADJ', 'headache_NOUN')",1
53846,"('entire_ADJ', 'time_NOUN')",1
53854,"('honeymoon_NOUN', 'secret_NOUN')",1
53930,"('outstretched_ADJ', 'hand_NOUN')",1
53936,"('eyes_NOUN', 'searching_NOUN')",1
53949,"('wall_ADJ', 'behind_NOUN')",1
53952,"('little_ADJ', 'like_NOUN')",1
53925,"('throat_ADJ', 'thick_NOUN')",1
53898,"('car_NOUN', 'Jasper_NOUN')",1
53746,"('hand_NOUN', 'come_NOUN')",1
53764,"('watch_NOUN', 'guest_NOUN')",1
53771,"('empty_NOUN', 'house_NOUN')",1
53728,"('favorite_ADJ', 'sister_NOUN')",1
53738,"('perfect_NOUN', 'go_NOUN')",1
53808,"('huge_ADJ', 'smile_NOUN')",1
53819,"('deep_ADJ', 'blue_NOUN')",1
53788,"('martyr_ADJ', 'expression_NOUN')",1
53793,"('beautiful_ADJ', 'wedding_NOUN')",1
54936,"('skin_ADJ', 'burst_NOUN')",1
53115,"('enormous_ADJ', 'hand_NOUN')",1
53142,"('vibration_NOUN', 'deep_NOUN')",1
53092,"('confused_ADJ', 'horror_NOUN')",1
53104,"('sick_ADJ', 'joke_NOUN')",1
53199,"('waiting_NOUN', 'vein_NOUN')",1
53161,"('low_ADJ', 'snarl_NOUN')",1
53012,"('defensive_NOUN', 'mocking_ADJ')",1
53013,"('mocking_ADJ', 'edge_NOUN')",1
53081,"('little_ADJ', 'tiff_NOUN')",1
53072,"('music_ADJ', 'change_NOUN')",1
53208,"('hot_ADJ', 'one_NOUN')",1
53398,"('shadow_NOUN', 'give_ADJ')",1
53347,"('cold_ADJ', 'nod_NOUN')",1
53362,"('big_ADJ', 'mouth_NOUN')",1
53447,"('palest_ADJ', 'face_NOUN')",1
53416,"('good_ADJ', 'show_NOUN')",1
53239,"('shaking_ADJ', 'body_NOUN')",1
53237,"('long_ADJ', 'arm_NOUN')",1
53215,"('half_ADJ', 'dozen_NOUN')",1
53222,"('enormous_ADJ', 'wolve_NOUN')",1
53269,"('biggest_ADJ', 'wolf_NOUN')",1
53304,"('massive_ADJ', 'head_NOUN')",1
53310,"('-Seth_ADJ', 'towe_NOUN')",1
53299,"('bigger_ADJ', 'wolf_NOUN')",1
53323,"('weak_ADJ', 'light_NOUN')",1
53328,"('fur_NOUN', 'chocolate_NOUN')",1
53329,"('chocolate_NOUN', 'brown_NOUN')",1
54585,"('learned_ADJ', 'behavior_NOUN')",1
54558,"('hot_ADJ', 'shower_NOUN')",1
54567,"('quiet_ADJ', 'night_NOUN')",1
54582,"('extreme_ADJ', 'generosity_NOUN')",1
54616,"('huge_ADJ', 'steamer_ADJ')",1
54617,"('steamer_ADJ', 'trunk_NOUN')",1
54627,"('pale_ADJ', 'sand_NOUN')",1
54628,"('sand_NOUN', 'pathway_NOUN')",1
54630,"('dark_ADJ', 'vegetation_NOUN')",1
54635,"('pitch_ADJ', 'black_NOUN')",1
54648,"('perfect_ADJ', 'square_NOUN')",1
54647,"('bright_NOUN', 'perfect_ADJ')",1
54556,"('left_ADJ', 'behind_NOUN')",1
54555,"('steam_ADJ', 'left_ADJ')",1
54478,"('small_ADJ', 'island_NOUN')",1
54486,"('palm_NOUN', 'frond_NOUN')",1
54489,"('beach_ADJ', 'glowing_ADJ')",1
54490,"('glowing_ADJ', 'pale_NOUN')",1
54453,"('squat_NOUN', 'irregular_ADJ')",1
54454,"('irregular_ADJ', 'triangle_NOUN')",1
54458,"('trailing_NOUN', 'longer_ADJ')",1
54502,"('north_ADJ', 'end_NOUN')",1
54522,"('short_ADJ', 'dock_NOUN')",1
54861,"('midnight_ADJ', 'swim_NOUN')",1
54818,"('wintry_ADJ', 'finger_NOUN')",1
54827,"('little_ADJ', 'hot_NOUN')",1
54837,"('nervous_ADJ', 'sound_NOUN')",1
54838,"('sound_NOUN', 'rare_NOUN')",1
54877,"('human_ADJ', 'minute_ADJ')",1
54919,"('beach_ADJ', 'sand_NOUN')",1
54926,"('moonlit_NOUN', 'night_NOUN')",1
54928,"('sultry_NOUN', 'salty_NOUN')",1
54929,"('salty_NOUN', 'air_NOUN')",1
54932,"('room_NOUN', 'behind_NOUN')",1
54880,"('long_ADJ', 'journey_NOUN')",1
54895,"('cool_ADJ', 'breath_NOUN')",1
54899,"('overheated_ADJ', 'skin_NOUN')",1
54903,"('new_ADJ', 'name_NOUN')",1
54720,"('color_NOUN', 'scheme_NOUN')",1
54730,"('violent_ADJ', 'pulse_NOUN')",1
54737,"('little_ADJ', 'blurry_NOUN')",1
54742,"('last_ADJ', 'light_NOUN')",1
54719,"('pale_ADJ', 'color_NOUN')",1
54747,"('far_ADJ', 'wall_NOUN')",1
54687,"('deep_NOUN', 'porch_NOUN')",1
54706,"('vague_ADJ', 'impression_NOUN')",1
54709,"('tiny_NOUN', 'island_NOUN')",1
54712,"('oddly_ADJ', 'familiar_NOUN')",1
54788,"('warm_ADJ', 'stuffier_ADJ')",1
54791,"('tropic_ADJ', 'night_NOUN')",1
54750,"('glass_ADJ', 'standard_ADJ')",1
54751,"('standard_ADJ', 'decor_NOUN')",1
54773,"('room_NOUN', 'hung_ADJ')",1
54776,"('billowy_NOUN', 'cloud_NOUN')",1
54437,"('black_NOUN', 'shape_NOUN')",1
54436,"('low_ADJ', 'black_NOUN')",1
54107,"('around_ADJ', 'Renee_NOUN')",1
54115,"('many_ADJ', 'different_ADJ')",1
54116,"('different_ADJ', 'kind_NOUN')",1
54117,"('love_NOUN', 'harmonious_ADJ')",1
54120,"('hopeful_ADJ', 'picture_NOUN')",1
54075,"('designer_NOUN', 'shoe_NOUN')",1
54079,"('new_ADJ', 'dangling_NOUN')",1
54096,"('last_ADJ', 'image_NOUN')",1
54185,"('international_ADJ', 'counter_NOUN')",1
54188,"('next_ADJ', 'flight_NOUN')",1
54150,"('piercing_NOUN', 'heartbroken_ADJ')",1
54141,"('forest_ADJ', 'behind_NOUN')",1
54151,"('heartbroken_ADJ', 'howling_NOUN')",1
54074,"('sho_NOUN', 'designer_NOUN')",1
54073,"('dozen_NOUN', 'sho_NOUN')",1
53987,"('emotional_ADJ', 'display_NOUN')",1
53984,"('trivial_ADJ', 'thing_NOUN')",1
53957,"('red_ADJ', 'rim_NOUN')",1
53971,"('much_ADJ', 'tonight_NOUN')",1
54070,"('gossamer_ADJ', 'ribbon_NOUN')",1
54042,"('rice_NOUN', 'storm_NOUN')",1
54354,"('basic_ADJ', 'geography_NOUN')",1
54358,"('much_ADJ', 'east_NOUN')",1
54350,"('open_ADJ', 'ocean_NOUN')",1
54429,"('white_ADJ', 'trail_NOUN')",1
54384,"('sea_NOUN', 'spray_NOUN')",1
54396,"('small_ADJ', 'craft_NOUN')",1
54238,"('dark_NOUN', 'teeming_NOUN')",1
54239,"('teeming_NOUN', 'living_ADJ')",1
54240,"('living_ADJ', 'street_NOUN')",1
54247,"('Portuguese_ADJ', 'instruction_NOUN')",1
54252,"('next_ADJ', 'leg_NOUN')",1
54207,"('wide_ADJ', 'first_ADJ')",1
54208,"('first_ADJ', '-class_NOUN')",1
54290,"('white_ADJ', 'yacht_NOUN')",1
54293,"('night_NOUN', 'blacken_ADJ')",1
54294,"('blacken_ADJ', 'water_NOUN')",1
54317,"('heavy_ADJ', 'bag_NOUN')",1
54256,"('sharp_ADJ', 'twinge_NOUN')",1
54271,"('swarming_ADJ', 'crowd_NOUN')",1
54281,"('extreme_ADJ', 'western_ADJ')",1
54282,"('western_ADJ', 'edge_NOUN')",1
14259,"('fact_NOUN', 'much_ADJ')",1
14210,"('largest_ADJ', 'foliumber_NOUN')",1
14217,"('little_ADJ', 'cessation_NOUN')",1
14301,"('nothing_NOUN', 'less_ADJ')",1
14304,"('smart_ADJ', 'bonnet_NOUN')",1
14310,"('new_ADJ', 'muslin_NOUN')",1
14313,"('shop_NOUN', 'window_NOUN')",1
14270,"('large_ADJ', 'book_NOUN')",1
14273,"('pompous_ADJ', 'nothing_NOUN')",1
14276,"('civil_ADJ', 'assent_NOUN')",1
14286,"('younger_ADJ', 'one_NOUN')",1
14102,"('general_ADJ', 'encouragement_NOUN')",1
14099,"('complaisant_ADJ', 'smile_NOUN')",1
14082,"('parsonage_NOUN', 'house_NOUN')",1
14161,"('course_NOUN', 'mrs_NOUN')",1
14172,"('daughter_NOUN', 'marry_NOUN')",1
14179,"('good_ADJ', 'grace_NOUN')",1
14534,"('minute_NOUN', 'mister_NOUN')",1
14544,"('mister_NOUN', 'Denny_NOUN')",1
14514,"('red_ADJ', 'mister_NOUN')",1
14565,"('parlou_NOUN', 'window_NOUN')",1
14622,"('best_ADJ', 'politeness_NOUN')",1
14630,"('previous_ADJ', 'acquaintance_NOUN')",1
14578,"('recent_ADJ', 'absence_NOUN')",1
14585,"('sudden_ADJ', 'return_NOUN')",1
14586,"('return_NOUN', 'home_NOUN')",1
14596,"('known_ADJ', 'nothing_NOUN')",1
14379,"('spot_NOUN', 'mister_NOUN')",1
14366,"('opposite_ADJ', 'shop_NOUN')",1
14460,"('gentleman_ADJ', 'came_NOUN')",1
14464,"('usual_ADJ', 'civility_NOUN')",1
14466,"('principal_ADJ', 'spokesman_NOUN')",1
14469,"('principal_ADJ', 'object_NOUN')",1
14418,"('fine_ADJ', 'countenance_NOUN')",1
14419,"('good_ADJ', 'figure_NOUN')",1
14421,"('pleasing_ADJ', 'address_NOUN')",1
14428,"('happy_ADJ', 'readiness_NOUN')",1
13709,"('lady_NOUN', 'mister_NOUN')",1
13722,"('circulating_ADJ', 'library_NOUN')",1
13701,"('draw_NOUN', 'room_NOUN')",1
13673,"('keenest_ADJ', 'enjoyment_NOUN')",1
13678,"('resolute_ADJ', 'composure_NOUN')",1
13683,"('occasional_ADJ', 'glance_NOUN')",1
13753,"('monotonous_ADJ', 'solemnity_NOUN')",1
13763,"('uncle_ADJ', 'Phillip_ADJ')",1
13764,"('Phillip_ADJ', 'talk_NOUN')",1
13580,"('charming_NOUN', 'daughter_NOUN')",1
13587,"('elevated_ADJ', 'rank_NOUN')",1
13553,"('British_ADJ', 'court_NOUN')",1
13556,"('brightest_ADJ', 'ornament_NOUN')",1
13569,"('little_ADJ', 'delicate_NOUN')",1
13570,"('delicate_NOUN', 'compliment_NOUN')",1
13647,"('little_ADJ', 'elegant_ADJ')",1
13648,"('elegant_ADJ', 'compliment_NOUN')",1
13653,"('ordinary_ADJ', 'occasion_NOUN')",1
13661,"('possible_ADJ', 'mister_NOUN')",1
13623,"('pleasing_ADJ', 'attention_NOUN')",1
13631,"('previous_ADJ', 'study_NOUN')",1
13978,"('high_ADJ', 'rank_NOUN')",1
13993,"('obsequiousness_NOUN', 'self_ADJ')",1
13998,"('sufficient_ADJ', 'income_NOUN')",1
13946,"('self_NOUN', 'conceit_NOUN')",1
13949,"('weak_ADJ', 'head_NOUN')",1
13955,"('consequential_ADJ', 'feeling_NOUN')",1
13959,"('unexpect_ADJ', 'prosperity_NOUN')",1
13962,"('fortunate_ADJ', 'chance_NOUN')",1
14006,"('Longbourn_ADJ', 'family_NOUN')",1
14053,"('lovely_ADJ', 'face_NOUN')",1
14058,"('strictest_ADJ', 'notion_NOUN')",1
14066,"('first_ADJ', 'evening_NOUN')",1
14023,"('common_ADJ', 'report_NOUN')",1
13940,"('great_ADJ', 'humility_NOUN')",1
13836,"('young_ADJ', 'cousin_NOUN')",1
13844,"('backgammon_NOUN', 'mister_NOUN')",1
13855,"('trifling_NOUN', 'amusement_NOUN')",1
13856,"('amusement_NOUN', 'mrs_NOUN')",1
13812,"('serious_ADJ', 'stamp_NOUN')",1
13915,"('miserly_ADJ', 'father_NOUN')",1
13924,"('necessary_ADJ', 'term_NOUN')",1
13930,"('useful_ADJ', 'acquaintance_NOUN')",1
15350,"('short_ADJ', 'interruption_NOUN')",1
15311,"('fair_ADJ', 'judge_NOUN')",1
15317,"('general_ADJ', 'astonish_ADJ')",1
15424,"('friendly_ADJ', 'term_NOUN')",1
15393,"('next_ADJ', 'opportunity_NOUN')",1
15373,"('imposing_ADJ', 'manner_NOUN')",1
15383,"('slight_NOUN', 'acquaintance_NOUN')",1
15386,"('ill-tempered_ADJ', 'man_NOUN')",1
15216,"('subject_ADJ', 'drop_NOUN')",1
15220,"('large_ADJ', 'property_NOUN')",1
15201,"('Netherfield_ADJ', 'wa_NOUN')",1
15172,"('common_ADJ', 'demand_NOUN')",1
15174,"('game_NOUN', 'mister_NOUN')",1
15233,"('clear_ADJ', 'ten_NOUN')",1
15234,"('ten_NOUN', 'thousand_NOUN')",1
15269,"('cold_ADJ', 'manner_NOUN')",1
15271,"('meeting_NOUN', 'yesterday_NOUN')",1
15243,"('certain_ADJ', 'information_NOUN')",1
15250,"('particular_ADJ', 'manner_NOUN')",1
15609,"('next_ADJ', 'presentation_NOUN')",1
15611,"('best_ADJ', 'live_NOUN')",1
15625,"('living_ADJ', 'fall_NOUN')",1
15576,"('military_ADJ', 'life_NOUN')",1
15596,"('valuable_ADJ', 'living_NOUN')",1
15683,"('extravagance_NOUN', 'imprudence_NOUN')",1
15685,"('short_ADJ', 'anything_NOUN')",1
15672,"('conditional_ADJ', 'recommendation_NOUN')",1
15644,"('legal_ADJ', 'redress_NOUN')",1
15491,"('father_NOUN', 'Elizabeth_ADJ')",1
15495,"('subject_ADJ', 'increase_NOUN')",1
15504,"('inquiry_NOUN', 'mister_NOUN')",1
15440,"('great_ADJ', 'ill_ADJ')",1
15441,"('ill_ADJ', 'usage_NOUN')",1
15445,"('painful_ADJ', 'regret_NOUN')",1
15457,"('truest_NOUN', 'friend_NOUN')",1
15509,"('general_ADJ', 'topics_NOUN')",1
15548,"('present_ADJ', 'quarter_NOUN')",1
15550,"('great_ADJ', 'attention_NOUN')",1
15553,"('excellent_ADJ', 'acquaintance_NOUN')",1
15564,"('disappoint_ADJ', 'man_NOUN')",1
15538,"('agreeable_ADJ', 'corp_NOUN')",1
15537,"('respectable_ADJ', 'agreeable_ADJ')",1
15523,"('intelligible_ADJ', 'gallantry_NOUN')",1
15526,"('constant_ADJ', 'society_NOUN')",1
15527,"('good_ADJ', 'society_NOUN')",1
15532,"('chief_NOUN', 'inducement_NOUN')",1
14802,"('next_ADJ', 'evening_NOUN')",1
14830,"('leaving_NOUN', 'mister_NOUN')",1
