,quadragram,PMI
983,"('I', 'have', 'be', 'there')",10.40029647133229
984,"('be', 'the', 'value', 'of')",10.391928121433033
985,"('and', 'you', 'know', 'I')",10.390724747744052
986,"('that', 'the', 'value', 'of')",10.317125629039452
987,"('of', 'the', 'way', 'he')",10.242442143663204
988,"('that', 'the', 'number', 'of')",10.215680365479912
989,"('the', 'definition', 'of', 'the')",10.21077255060868
990,"('of', 'a', 'we', 'can')",10.141723954076163
991,"('for', 'that', 'of', 'you')",10.134706987153564
992,"('the', 'value', 'of', 'a')",10.07656954100542
993,"('be', 'you', 'go', 'to')",10.069977981173672
994,"('I', 'try', 'to', 'be')",10.063058986329509
995,"('that', 'you', 'be', 'my')",10.012539450006486
996,"('a', 'and', 'b', 'be')",9.982415972443462
997,"('be', 'one', 'of', 'that')",9.982395702627358
998,"('I', 'walk', 'to', 'the')",9.959194817355936
999,"('the', 'idea', 'be', 'to')",9.889800651571704
1000,"('know', 'that', 'I', 'be')",9.842391335109895
1001,"('that', 'there', 'be', 'a')",9.792565913213622
1002,"('you', 'be', 'go', 'to')",9.748049886286303
1003,"('it', 'be', 'go', 'to')",9.726983539237878
1004,"('that', 'be', 'the', 'value')",9.677274544072233
1005,"('I', 'want', 'to', 'be')",9.674493698411858
1006,"('he', 'say', 'I', 'be')",9.57621722174553
1007,"('to', 'the', 'number', 'of')",9.511729828541675
1008,"('be', 'a', 'procedure', 'that')",9.422992446091158
1009,"('it', 'be', 'not', 'a')",9.405822935457614
1010,"('when', 'I', 'be', 'a')",9.359445917173687
1011,"('be', 'go', 'to', 'be')",9.196921454939591
1012,"('of', 'the', 'way', 'and')",9.167951599558613
1013,"('and', 'for', 'that', 'of')",9.061196202027809
1014,"('and', 'there', 'be', 'a')",8.982415972443455
1015,"('in', 'one', 'of', 'the')",8.972422067716522
1016,"('the', 'square', 'of', 'the')",8.537000782929667
1017,"('go', 'to', 'be', 'a')",8.507167359730467
1018,"('the', 'back', 'of', 'the')",8.49456551660927
1019,"('that', 'this', 'be', 'a')",8.44972882856328
1020,"('be', 'one', 'of', 'the')",8.351883402537638
1021,"('and', 'one', 'of', 'the')",8.314927875928838
1022,"('I', 'will', 'be', 'a')",8.27439014722092
1023,"('and', 'I', 'have', 'a')",8.262989378816243
1024,"('to', 'be', 'the', 'number')",8.134913149408241
1025,"('n', 'to', 'be', 'the')",7.884176102377829
1026,"('that', 'it', 'be', 'a')",7.760027433368727
1027,"('of', 'the', 'procedure', 'the')",7.135484423304447
1028,"('I', 'be', 'in', 'the')",5.807373626886459
1029,"('to', 'be', 'in', 'the')",5.364279842476641
